primaryName,birthYear,nconst,deathYear,primaryProfession,knownForTitles,Ethnicity
Colin Egglesfield,1973,nm1148573,\N,"actor,producer","tt0491152,tt2101307,tt3922818,tt0257076","*father – English, Northern Irish, German, Polish
*mother – Irish"
Colin Farrell,1976,nm0268199,\N,"actor,producer,soundtrack","tt0780536,tt0257076,tt0183649,tt3464902",Irish
Colin Ferguson,1972,nm0272399,\N,"actor,producer,director","tt1519931,tt1104326,tt0490084,tt0796264",NA
Colin Firth,1960,nm0000147,\N,"actor,producer,soundtrack","tt1504320,tt1315981,tt2802144,tt0243155","English, some Scottish and Ulster-Scots/Northern Irish"
Colin Foo,\N,nm0285140,\N,"actor,producer","tt0218817,tt0165929,tt1765510,tt0418424",NA
Colin Ford,\N,nm1225406,\N,"actor,miscellaneous,soundtrack","tt8755226,tt1553656,tt0465580,tt1389137",NA
Colin Hanks,1977,nm0004988,\N,"actor,director,producer","tt0880578,tt0852713,tt0360717,tt0273923","Portuguese (one quarter), Ashkenazi Jewish (one eighth), English, Cornish, Scottish, Irish, German, distant Welsh"
Colin Heath,\N,nm0372625,\N,actor,"tt0910812,tt27591984,tt0118480,tt0249326",NA
Colin O'Donoghue,1981,nm1524440,\N,"actor,soundtrack","tt3854372,tt2989524,tt1843230,tt1161864",NA
Colin Quinn,1959,nm0703800,\N,"writer,actor,producer","tt3314416,tt0120770,tt3152624,tt1375670",Irish
Colin Salmon,1962,nm0758760,\N,actor,"tt0120804,tt1571234,tt0370263,tt0450314",NA
Colleen Camp,1953,nm0131974,\N,"actress,producer,soundtrack","tt0088930,tt0105793,tt0112864,tt0108162",NA
Colleen Walsh,\N,nm3683761,\N,"actress,costume_department,costume_designer","tt1788998,tt1667133,tt1612255,tt1789104",NA
Collin Galyean,\N,nm3108930,\N,"actor,art_department,production_designer","tt1226752,tt1328910,tt1323917,tt3400060",NA
Colm Feore,1958,nm0272173,\N,"actor,writer","tt0296572,tt0299658,tt0479647,tt0800369",Irish
Colm Meaney,1953,nm0000538,\N,"actor,soundtrack,producer","tt0105690,tt0375912,tt0118880,tt0106145",Irish
Colton James,1988,nm0416381,\N,"actor,manager,casting_department","tt0209958,tt0145660,tt0773262,tt0119567",NA
Columbus Short,1982,nm1551922,\N,"actor,producer,writer","tt0775539,tt0480255,tt1321509,tt0365929",NA
Common,1972,nm0996669,\N,"actor,soundtrack,producer","tt1386697,tt0475394,tt4425200,tt0493464",African-American
Conal Byrne,\N,nm2965744,\N,"actor,writer,producer","tt1785293,tt1520399,tt1867091,tt1785635",NA
Conner Dwelly,1998,nm2645374,\N,"actress,miscellaneous,producer","tt3829266,tt2817246,tt0449487,tt3430078",NA
Connie Britton,1967,nm0110168,\N,"actress,producer,soundtrack","tt3316948,tt1307068,tt1371150,tt2281375","Irish, German, English"
Connie Nielsen,1965,nm0001567,\N,"actress,producer,writer","tt0451279,tt0172495,tt0265459,tt0264395",Danish
Connie Sellecca,1955,nm0783314,\N,"actress,producer,writer","tt0080198,tt0085032,tt0078938,tt0081871",Italian
Connor Fox,1981,nm1894182,\N,"actor,producer","tt0472205,tt1646225,tt2387559,tt3949660",NA
Connor Hill,2001,nm2264463,\N,actor,"tt1146438,tt1321861,tt1766037,tt1524137",NA
Connor Synder,\N,nm1343603,\N,actor,tt0358480,NA
Connor Trinneer,1969,nm0872997,\N,actor,"tt3532216,tt0244365,tt14208870,tt7161862","English, German, Irish, French-Canadian, possibly other"
Conor Donovan,\N,nm1331627,\N,"actor,writer",tt5164214,NA
Conor Sweeney,\N,nm2861974,\N,"actor,writer,director","tt6856360,tt1727261,tt9657888,tt6114202",NA
Constance Brantley,\N,nm5842964,\N,actress,"tt9914800,tt3092606,tt6574020,tt11669424",NA
Constance Brenneman,1980,nm1265337,\N,"actress,producer,director","tt2219214,tt4184714,tt11251638,tt0285333",NA
Constance Wu,\N,nm2090422,\N,"actress,soundtrack,producer","tt3104988,tt5503686,tt2558816,tt3551096",NA
Constantin Draganescu,1936,nm0236668,2020,actor,"tt0100845,tt0233656,tt0110153,tt0314067",NA
Coolio,1963,nm0004839,2022,"soundtrack,music_department,actor","tt0119807,tt0112792,tt0287978,tt2222042",African-American
Cooper Hopkins,1982,nm2819550,\N,"actor,soundtrack","tt3844962,tt1134674,tt1726880,tt8241112",NA
Corbin Allred,1979,nm0021607,\N,"actor,miscellaneous,producer","tt15679118,tt2887322,tt0107977,tt0118487",NA
Corbin Bernsen,1954,nm0000929,\N,"actor,producer,writer","tt0097815,tt0373469,tt0116075,tt0110442","*father – Ashkenazi Jewish
*mother – English, Irish, Northern Irish/Scots-Irish, Scottish, distant Welsh"
Corbin Bleu,1989,nm0088298,\N,"actor,soundtrack,producer","tt0177789,tt0962726,tt0475293,tt0132347","*African-Jamaican (father)
*Italian (mother)"
Corbin Reid,1988,nm4094023,\N,"actress,director,writer","tt1540011,tt6503244,tt3205802",NA
Corey Eid,\N,nm3490055,\N,actor,"tt0313043,tt1615919,tt8074486,tt2510434",NA
Corey Feldman,1971,nm0000397,\N,"actor,producer,soundtrack","tt0087298,tt0089218,tt0092005,tt0093437",Ashkenazi Jewish
Corey Johnson,1961,nm0424819,\N,"actor,producer,miscellaneous","tt1535109,tt4761112,tt0475276,tt5108870",NA
Corey Richardson,\N,nm4452673,\N,actor,"tt1038971,tt0462519,tt1541874,tt1063338",NA
Corey Sevier,1984,nm0786417,\N,"actor,producer,director","tt1253864,tt1894616,tt1641244,tt5059782","*father – Irish, likely distant English"
Corey Stoll,1976,nm1015684,\N,"actor,miscellaneous","tt0478970,tt0465580,tt1856010,tt1605783",Ashkenazi Jewish
Corin Nemec,1971,nm0005269,\N,"actor,producer,writer","tt0460681,tt14226748,tt23469212,tt0118480","English, Irish, Scottish, 1/8 Czech"
Corlandos Scott,\N,nm4070713,\N,"actor,producer,writer","tt0475784,tt5704912,tt13575378,tt10312854",NA
Cortney Palm,1987,nm2186682,\N,"actress,producer,writer","tt1737796,tt5068650,tt1662500,tt2784512",NA
Cory Hardrict,1979,nm0362484,\N,"actor,producer","tt1666185,tt2179136,tt3262990,tt3266284","African-American, some European"
Cory Hart,\N,nm1346346,\N,"actor,soundtrack,writer","tt2281375,tt3560084,tt3743822,tt1064899",NA
Cory Knauf,\N,nm1816540,\N,"producer,actor,production_manager","tt8290638,tt4058122,tt4766100,tt1831806",NA
Cory Nichols,\N,nm2753888,\N,actor,"tt1190689,tt3863484,tt1018785,tt1617186",NA
Cory Okouchi,\N,nm3009288,\N,"visual_effects,producer,actor","tt2070759,tt26533869,tt1290099,tt1748134",NA
Cory Zacharia,\N,nm3374584,\N,"actor,director,writer","tt8839768,tt2062698,tt1608285,tt8820392",NA
Costas Mandylor,1965,nm0541908,\N,actor,"tt0114857,tt1233227,tt0103512,tt1132626",NA
Courteney Cox,1964,nm0001073,\N,"actress,producer,director","tt0117571,tt0134084,tt0233142,tt0108778","English, Irish, Welsh, Scottish, German, distant Swedish and French"
Courtney B. Vance,1960,nm0005524,\N,"actor,producer,soundtrack","tt0093137,tt0099810,tt0112792,tt0186566","African-American [including ancestry from Nigeria, Ivory Coast/Ghana, Cameroon/Congo, and Senegal]"
Courtney Bell,1978,nm1352905,\N,"actress,producer,miscellaneous","tt2388715,tt3174376,tt1610996,tt0360908",NA
Courtney Ford,\N,nm1835900,\N,"actress,producer,soundtrack","tt4532368,tt0773262,tt4741306,tt0844441",NA
Courtney Halverson,1989,nm1237541,\N,actress,"tt6182078,tt3713166,tt2356777","Polish (maternal grandfather), German, 1/8 Norwegian, 1/16th Danish, some English"
Courtney Love,1964,nm0001482,\N,"soundtrack,actress,composer","tt0091954,tt0125664,tt0280380,tt0117318","Welsh, Irish, German, English, one quarter Ashkenazi Jewish, one eighth Cuban [including Andalusian and Asturian Spanish, and Basque]"
Courtney Peldon,1981,nm0670780,\N,"talent_agent,actress,casting_department","tt2103281,tt1051906,tt0105078,tt0110364",NA
Courtney Thorne-Smith,1967,nm0005489,\N,"actress,soundtrack,producer","tt0285351,tt0094072,tt0103491,tt0118254",NA
Craig Anton,1962,nm0031193,\N,"actor,writer,assistant_director","tt0804503,tt0340281,tt0439100,tt0834900",NA
Craig Bierko,1964,nm0081572,\N,"actor,soundtrack,writer","tt0352248,tt0362120,tt0116908,tt0139809","*Polish (father)
*Ashkenazi Jewish (mother)"
Craig Bonacorsi,1978,nm1870732,\N,"actor,writer,art_department","tt1502987,tt1408008,tt2244945,tt0285356",NA
Craig Chester,1965,nm0156314,\N,"actor,writer,producer","tt0372122,tt0105508,tt0116594,tt1311071",NA
Craig Fairbrass,1964,nm0265492,\N,"actor,producer,writer","tt11737520,tt6076226,tt9820352,tt0106582",NA
Craig Gellis,1975,nm1069180,\N,"actor,producer","tt0765476,tt0479500,tt0445934,tt0419984",NA
Craig Parkinson,1976,nm0971135,\N,actor,"tt1548850,tt0421082,tt1341167,tt0437954",NA
Craig Robinson,1971,nm0732497,\N,"actor,producer,soundtrack","tt1007028,tt1231587,tt1245492,tt2637294",African-American
Craig Sheffer,1960,nm0001729,\N,"actor,producer,director","tt0094006,tt0105265,tt0107889,tt0106912","German, Swiss-German, Irish, Welsh, Scottish, remote French"
Craig T. Nelson,1944,nm0005266,\N,"actor,producer,director","tt0096560,tt0317705,tt0356680,tt0084516","Norwegian (paternal grandfather), German (maternal grandfather), Scottish, English, Scots-Irish/Northern Irish, distant Dutch"
Cree Kelly,\N,nm3627254,\N,"actress,producer,writer","tt5335060,tt1514048,tt1564368,tt4897358",NA
Creed Bratton,1943,nm0105588,\N,"actor,soundtrack,composer","tt0089560,tt0386676,tt1231287,tt1687281","English, German, Irish"
Cressida Bonas,1989,nm6463103,\N,actress,"tt11110622,tt0491203,tt4030600,tt4938084","English, distant Irish and Scottish, likely distant Welsh, remote French"
Cricket Leigh,\N,nm1185516,\N,actress,"tt0464907,tt0208614,tt0340309,tt0417299",NA
Cris Lankenau,\N,nm2483310,\N,"actor,writer,soundtrack","tt2920818,tt1998187,tt1497874,tt0914382",NA
Crispin Glover,1964,nm0000417,\N,"actor,soundtrack,producer","tt0310357,tt1898069,tt0118141,tt0091860","*37.5% Bohemian Czech
*25% Swedish
*25% German
*12.5% English"
Crista Flanagan,\N,nm1556400,\N,"actress,writer,producer","tt2378794,tt0112056,tt0413573,tt0804503",NA
Cristian James Abvincula,\N,nm5808233,\N,actor,tt3062414,NA
Cristian Motiu,\N,nm0609368,\N,actor,"tt0171227,tt0966151,tt1073673,tt1236350",NA
Cristian Solimeno,1975,nm0813066,\N,"actor,editor,director","tt1814888,tt1979320,tt0302103,tt1323577",NA
Cristie Whiles,\N,nm1618078,\N,"actress,writer,art_director","tt1351164,tt0971183,tt0452675,tt0410332",NA
Crystal Allen,1972,nm1296597,\N,actress,"tt1954352,tt0835378,tt4899552,tt0252076",NA
Crystal Arnette,\N,nm2670001,\N,"actress,director,editor","tt6562172,tt2321467,tt6152648,tt5276004",NA
Crystal Bernard,1961,nm0004751,\N,"actress,soundtrack","tt0098948,tt0093996,tt0084938,tt0080233",NA
Crystal Stone,\N,nm1732633,\N,"actress,producer,costume_designer","tt1018877,tt0391104,tt1391044,tt0470995",NA
Cuba Gooding Jr.,1968,nm0000421,\N,"actor,producer,soundtrack","tt0114069,tt0203019,tt0316465,tt0116695","African-American, African-Barbadian"
Cuete Yeska,\N,nm2757601,\N,"actor,producer,writer","tt3319538,tt10022570,tt7137380,tt8991794",NA
Cullen Moss,1975,nm1150144,\N,"actor,writer,art_department","tt7440726,tt6704972,tt10293938,tt4846340",NA
Cung Le,1972,nm1087183,\N,"actor,producer,stunts","tt1462900,tt1188729,tt1258972,tt0411951",Vietnamese
Currie Graham,1967,nm0333982,\N,actor,"tt0398712,tt0106079,tt0115376,tt1921064",NA
Curtis Armstrong,1953,nm0035664,\N,"actor,soundtrack,producer","tt0405336,tt0088000,tt0086200,tt0088794",NA
Curtis Caldwell,\N,nm4832486,\N,"actor,writer,camera_department","tt14544190,tt16954456,tt3006588,tt11858292",NA
Cybill Shepherd,1950,nm0001732,\N,"actress,producer,soundtrack","tt0111932,tt0088571,tt0075314,tt0067328","English, some Scottish"
Cynda Williams,1966,nm0930326,\N,"actress,producer,soundtrack","tt0102592,tt12580116,tt0106148,tt0100168",NA
Cynthia Adler,1946,nm0012128,\N,"actress,miscellaneous,soundtrack","tt0082622,tt0074028,tt0070544,tt0348892",NA
Cynthia Evans,\N,nm1533667,\N,actress,"tt8722888,tt6483832,tt6472976,tt4057998",NA
Cynthia Gibb,1963,nm0001269,\N,"actress,soundtrack,director","tt0107065,tt0083412,tt0091886,tt0096101",NA
Cynthia Ickes,\N,nm2737941,\N,actress,"tt1249453,tt1854243,tt2226405,tt26697836",NA
Cynthia Nixon,1966,nm0633223,\N,"actress,producer,soundtrack","tt4288636,tt1261945,tt1000774,tt0159206","German (maternal grandfather), English, some Scottish, Irish, Scots-Irish/Northern Irish, and Welsh, remote Dutch and French Huguenot"
Cynthia Preston,\N,nm0696395,\N,"actress,producer,director","tt0111687,tt5057054,tt1898069,tt0832330",NA
Cynthia Rothrock,1957,nm0001686,\N,"actress,producer,writer","tt0099260,tt3393762,tt8840400,tt9626986",NA
Cynthia Stevenson,1962,nm0828906,\N,"actress,soundtrack","tt0105151,tt0147612,tt1131734,tt0113321","English, Scottish, German"
Cynthia Watros,1968,nm0914475,\N,"actress,writer,producer","tt0056758,tt0044265,tt0411008,tt2170584","Polish (paternal grandmother), Italian (maternal grandfather), English, Welsh, possibly other"
Cynthy Wu,\N,nm5318271,\N,actress,"tt14403178,tt1691916,tt6877772,tt7772588",NA
D-Styles,\N,nm1028835,\N,actor,"tt1612776,tt8417848,tt0291559",NA
D. David Morin,1955,nm0605514,\N,"actor,producer,writer","tt0313043,tt1196946,tt4590930,tt9784456",NA
D.B. Sweeney,\N,nm0000665,\N,"actor,soundtrack,director","tt0104040,tt0106912,tt0463963,tt10128846",NA
D.B. Woodside,1969,nm0940851,\N,"actor,director,writer","tt4052886,tt1650552,tt0285331,tt0165929",NA
D.J. Mendel,\N,nm0578815,\N,"actor,director,writer","tt13222234,tt0444628,tt13222278,tt0369688",NA
D.L. Hughley,1963,nm0401018,\N,"producer,actor,writer","tt0141369,tt0250274,tt0168337,tt0306047",NA
D.W. Moffett,1954,nm0595631,\N,"actor,director,producer","tt0758745,tt0117737,tt0106856,tt0181865",NA
D.W. Reiser,1972,nm0718417,\N,"actor,producer","tt0427096,tt2910742,tt0203425,tt3843540",NA
Da'Vone McDonald,\N,nm1229681,\N,"actor,writer","tt1195478,tt0800039,tt0817538,tt2463288",NA
Da Brat,1974,nm0004771,\N,"producer,actress,soundtrack","tt0281364,tt0119807,tt0112442,tt0208003",African-American
Dacre Montgomery,1994,nm4223882,\N,"actor,director,writer","tt14619456,tt4574334,tt3704428,tt14303268","Scottish, English, Irish, distant European Royal, possibly other"
Dagmara Dominczyk,1976,nm0231436,\N,actress,"tt7660850,tt0202470,tt0245844,tt0283632",Polish
Daisy Head,1991,nm1724742,\N,actress,"tt3717252,tt9110170,tt1564777,tt2906216","English, some Scottish"
Daisy Ridley,1992,nm5397459,\N,"actress,producer,soundtrack","tt2527338,tt3402236,tt2527336,tt2488496","English, some Irish, as well as 1/32 German"
Dakota Daulby,\N,nm4464492,\N,"actor,producer,writer","tt11242718,tt5715524,tt2788316,tt14586544",NA
Dakota Fanning,1994,nm0266824,\N,"actress,producer,soundtrack","tt0407304,tt0328107,tt0277027,tt0416212","German, English, as well as Irish, French, Channel Islander [Jersey, Guernsey], remote Scottish and Welsh"
Dakota Goyo,1999,nm2023672,\N,"actor,stunts,producer","tt1446192,tt2387433,tt0433035,tt0800369","*father – Italian
*mother – English, with remote French-Canadian"
Dakota Johnson,1989,nm0424848,\N,"actress,producer,soundtrack","tt1285016,tt4465564,tt2322441,tt4477536","English, Welsh, Swedish, German, Norwegian, Scots-Irish/Northern Irish, Irish, Scottish, remote Dutch and French Huguenot"
Dale Girard,1964,nm0320646,\N,"stunts,actor,special_effects","tt1043844,tt23793170,tt15438542,tt0418773",NA
Dale Midkiff,1959,nm0001535,\N,"actor,producer,soundtrack","tt0098084,tt0345591,tt0132910,tt0106154",NA
Dale Soules,1946,nm0815831,\N,"actress,producer","tt2372162,tt0790712,tt10298810,tt0067617",NA
Daley Pearson,\N,nm2587184,\N,"producer,writer,actor","tt7678620,tt3290614,tt10648342,tt9669346",NA
Dalia Hernández,1985,nm2199664,\N,actress,"tt1721499,tt0472043,tt1764494,tt1068899",NA
Dallas Roberts,1970,nm1316767,\N,actor,"tt0381849,tt0790636,tt1601913,tt0358273",NA
Damaine Radcliff,1979,nm1690482,\N,"visual_effects,actor,producer","tt0462590,tt1206885,tt0385726",NA
Dameon Clarke,1972,nm0163806,\N,"actor,producer,miscellaneous","tt2393813,tt1219024,tt2385021,tt3205802",NA
Damián Alcázar,1953,nm0017343,\N,"actor,producer","tt0382621,tt0313196,tt0499448,tt4707274",NA
Damian Lewis,1971,nm0507073,\N,"actor,producer,soundtrack","tt0285531,tt7131622,tt1796960,tt0185906","Welsh, as well as English, Scottish, and 1/16th Jewish [Sephardi and Ashkenazi]"
Damian Odess-Gillett,\N,nm2812894,\N,"actor,stunts,miscellaneous","tt13024674,tt1885102,tt6874962,tt7507924",NA
Damien Di Paola,1962,nm2269029,\N,"actor,producer","tt3758564,tt2446980,tt0457229,tt5270948",NA
Damien Marzette,\N,nm2179185,\N,"actor,stunts,miscellaneous","tt0463985,tt0417433",NA
Damien Nguyen,\N,nm1280613,\N,actor,"tt0866435,tt0273108,tt0365969",NA
Damion Poitier,\N,nm1364280,\N,"actor,stunts,miscellaneous","tt3498820,tt3024414,tt0848228,tt0418763",NA
Damon Dash,1971,nm0201965,\N,"producer,actor,director","tt0361127,tt7642326,tt16265872,tt0403537",NA
Damon Dayoub,1980,nm3090838,\N,"actor,producer","tt16418896,tt3609352,tt3868848,tt0364845","*father – Lebanese, possibly other
*maternal grandfather – Danish, German
*maternal grandmother – British Isles [English, Irish]"
Damon Saleem,\N,nm0757952,\N,"actor,miscellaneous","tt0106017,tt0119988,tt0106179,tt0114845",NA
Damon Wayans,1960,nm0001834,\N,"writer,actor,producer","tt0102266,tt0110443,tt0104897,tt0273855",African-American
Dan Aykroyd,1952,nm0000101,\N,"writer,actor,producer","tt0087332,tt0118747,tt0102558,tt0080455","*father – English, as well as Irish or Scottish, Dutch, and French
*mother – French-Canadian"
Dan Bakkedahl,1969,nm2045884,\N,"actor,soundtrack","tt2404463,tt3203606,tt4384086,tt1759761","*50% Norwegian
*25% Swedish
*12.5% English
*12.5% German"
Dan Bucatinsky,\N,nm0117857,\N,"producer,writer,actor","tt9164986,tt2126357,tt1837576,tt0434672",NA
Dan Buran,1974,nm0120698,\N,actor,"tt0773262,tt3138104,tt0844441,tt1489428",NA
Dan Byrd,1985,nm0126004,\N,"actor,soundtrack","tt1441109,tt1282140,tt8303474,tt6226232","English, other"
Dan Castellaneta,1957,nm0144657,\N,"actor,soundtrack,producer","tt0117705,tt0462538,tt0096697,tt1650062",Italian
Dan Coleman,\N,nm4235455,\N,actor,"tt1679235,tt3596060",NA
Dan Cortese,1967,nm0004844,\N,"actor,soundtrack,director","tt0106697,tt0103483,tt0321018,tt0118506",NA
Dan Fogler,1976,nm0283945,\N,"actor,director,writer","tt3183660,tt0452625,tt0424823,tt0489049",Ashkenazi Jewish
Dan Futterman,1967,nm0001246,\N,"actor,producer,writer","tt0829459,tt0115685,tt0379725,tt0835434",Ashkenazi Jewish
Dan Gill,1983,nm2872012,\N,"actor,script_department,miscellaneous","tt0385752,tt3277624,tt0884732,tt2473510",NA
Dan Glenn,\N,nm1775386,\N,actor,"tt1378167,tt1705113,tt1219024",NA
Dan Gunther,\N,nm0348371,\N,"actor,producer","tt0113646,tt0222851,tt0200276,tt0177789",NA
Dan Guy,\N,nm3130462,\N,actor,"tt1748134,tt1290099,tt2070759,tt5527068",NA
Dan Haggerty,1942,nm0353624,2016,"actor,miscellaneous,producer","tt0099496,tt0109033,tt0490086,tt0090578",NA
Dan Lauria,1947,nm0491357,\N,"actor,writer,director","tt0831887,tt0094025,tt0094582,tt0091635",NA
Dan Leis,\N,nm0500542,\N,"actor,producer","tt0272207,tt0163984,tt0387075,tt0368057",NA
Dan Mailley,\N,nm0537619,\N,"actor,miscellaneous","tt0205967,tt0452046,tt0120863,tt0419259",NA
Dan Metcalfe,\N,nm0018351,\N,"actor,miscellaneous,producer","tt2093977,tt0384642,tt2933580,tt0454945",NA
Dan Montgomery Jr.,1969,nm0599715,\N,"actor,location_management,miscellaneous","tt0116126,tt0377818,tt0231956,tt0331953",NA
Dan Payne,1972,nm1026161,\N,"actor,stunts,visual_effects","tt1259521,tt1106447,tt0409459,tt0455967",NA
Dan Plumlee,\N,nm0687604,\N,actor,tt0283337,NA
Dan Severn,1958,nm0786353,\N,"actor,producer","tt0185103,tt15030132,tt0959543,tt0311996",NA
Dan Skene,\N,nm1819605,\N,"stunts,actor,producer","tt2120120,tt6920084,tt7888964,tt3758814",NA
